Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
2878,18,4,120,3,3664,217,231,152,3543,Rawah,7745,2
3371,277,17,481,-4,2997,172,241,208,1978,Rawah,8772,1
2749,20,11,0,0,2678,212,217,140,4520,Rawah,7102,2
2906,289,9,108,11,2061,196,239,183,700,Commanche,7756,2
2869,135,3,0,0,1613,224,238,150,2591,Commanche,6101,2
2384,99,14,162,10,511,242,221,106,811,Commanche,2703,3
3270,114,10,514,19,751,238,230,122,5732,Neota,8776,1
3229,294,6,335,90,4776,202,239,176,3305,Rawah,7745,1
3132,175,9,30,0,6512,225,245,153,2164,Rawah,7745,2
3269,142,8,216,29,5288,232,238,139,696,Rawah,7745,2
3200,263,8,150,-17,3489,201,244,182,1655,Rawah,7201,1
2696,84,4,30,2,886,226,232,141,2101,Commanche,7757,2
2747,109,19,0,0,2220,248,216,88,721,Commanche,4758,1
2705,57,13,420,-2,1034,228,213,116,2061,Rawah,7745,2
2942,122,4,85,3,1266,228,236,143,532,Commanche,7202,2
2906,132,15,702,128,2326,243,231,114,1653,Commanche,4758,2
3071,276,9,601,74,2688,197,242,184,1195,Commanche,7756,1
3001,148,22,270,81,1087,243,232,106,3025,Rawah,7745,2
3133,148,17,234,34,127,241,236,118,4255,Neota,7201,2
3021,349,13,268,41,509,195,218,161,1493,Commanche,7756,2
2046,300,9,30,2,811,194,236,182,633,Cache,6102,4
2652,50,11,240,27,272,225,215,123,342,Commanche,4704,2
3173,68,17,85,18,3864,235,205,96,1418,Rawah,7201,1
2629,44,16,150,11,1218,222,203,111,134,Rawah,7201,2
2894,129,12,228,7,876,240,233,121,2563,Commanche,7756,2
3040,21,3,30,0,2952,217,232,152,467,Rawah,7201,1
3116,56,3,60,0,5427,222,232,146,2945,Rawah,7101,2
2884,257,9,577,238,1150,200,246,185,1944,Commanche,7202,2
2942,239,13,408,46,5873,195,251,193,6137,Rawah,7745,2
2533,127,5,150,13,1082,228,237,143,4975,Rawah,6731,2
3149,220,4,421,71,228,215,243,165,1841,Commanche,7202,2
3311,302,9,182,43,3336,195,236,181,1698,Rawah,8771,1
2320,33,25,297,18,902,206,176,93,212,Cache,4703,3
3512,42,13,503,100,2806,222,212,123,1826,Rawah,8776,1
3370,57,17,170,-21,3616,229,201,98,2630,Rawah,8708,7
3198,291,16,150,37,592,174,236,202,2432,Neota,7757,1
2971,1,18,153,35,1277,191,202,146,1170,Commanche,7700,1
2819,355,11,67,4,1006,202,221,156,1889,Rawah,7746,2
3048,306,8,295,56,2561,197,235,178,924,Rawah,7745,1
2874,114,13,192,-40,446,242,227,112,1883,Rawah,7745,2
3156,81,5,371,75,1401,226,231,140,3384,Commanche,7757,1
3201,156,9,30,-6,4188,231,241,142,3293,Commanche,7201,7
3018,39,18,1182,149,2713,218,198,110,1071,Commanche,7755,2
3308,209,17,120,48,2467,205,254,179,626,Commanche,8771,7
3157,55,6,433,61,5779,224,227,139,1055,Rawah,7745,1
3459,163,5,646,64,2553,225,241,151,1560,Commanche,8771,1
3165,81,12,258,52,3691,237,218,110,3189,Rawah,7745,1
3139,194,20,484,79,2598,213,252,164,3112,Commanche,7757,2
2695,93,5,60,6,1910,227,233,140,5653,Rawah,4744,2
3064,299,10,60,12,242,193,237,184,612,Neota,7202,1
2811,287,14,30,3,5219,179,238,199,4563,Rawah,7700,2
2680,30,8,67,0,595,218,223,140,1448,Rawah,4744,1
3248,63,20,153,57,2105,233,196,86,2395,Rawah,7745,1
3323,354,10,780,109,912,204,223,157,2571,Commanche,7756,2
3299,140,25,845,-48,1302,247,224,89,2758,Rawah,7745,1
3305,106,20,150,33,882,249,212,83,706,Neota,7756,1
2783,329,20,124,-2,1360,169,212,181,1926,Commanche,4758,6
2636,14,6,0,0,1440,215,228,150,730,Commanche,7757,1
3075,321,13,446,67,1266,186,227,180,2338,Commanche,7201,1
2568,198,17,218,33,1390,212,252,169,2048,Commanche,2705,3
2296,304,26,30,10,1411,141,217,212,794,Cache,4703,3
2954,170,22,182,33,1406,230,243,134,832,Rawah,7745,2
2216,29,42,170,69,648,168,114,48,495,Cache,4703,3
2952,251,18,446,52,5560,178,250,207,4710,Rawah,7745,2
3072,2,7,577,-22,2731,211,227,154,934,Commanche,7202,1
2738,225,23,240,43,1390,183,254,200,1283,Commanche,7757,2
2800,305,8,42,2,582,199,236,176,636,Rawah,7202,2
2557,49,20,391,38,360,224,194,96,2522,Rawah,7745,2
3263,101,20,212,49,2620,249,209,80,2714,Rawah,7746,1
3123,66,20,134,6,4819,235,197,85,2854,Rawah,7745,1
3004,113,14,571,85,4986,244,224,107,6096,Rawah,4744,2
2681,5,10,30,4,1485,208,221,150,366,Rawah,7202,2
3032,315,12,212,53,4836,187,230,183,953,Rawah,7745,2
2959,76,22,484,135,633,241,192,70,969,Commanche,7757,1
3252,205,18,467,118,679,207,253,176,4819,Neota,7756,2
2820,23,13,277,65,1167,212,213,135,953,Commanche,7710,1
2730,3,10,190,54,1318,206,220,152,2007,Rawah,7745,2
3299,105,20,450,14,1507,249,211,81,2089,Rawah,8771,1
3298,180,12,721,71,4410,224,247,154,1857,Rawah,8771,7
2678,267,32,300,154,1099,123,233,239,1470,Commanche,7710,2
2999,34,12,216,24,864,218,214,130,2226,Rawah,7745,2
3168,304,9,600,31,1894,196,236,179,525,Commanche,7202,1
2995,212,4,201,27,5903,216,244,165,3738,Rawah,7746,2
3196,233,22,212,105,3458,179,253,205,541,Commanche,7790,2
3046,11,33,218,60,2287,166,154,108,4214,Rawah,7745,1
3067,57,14,30,-4,2230,229,209,110,1355,Rawah,7746,1
2908,146,5,509,42,3000,228,239,145,2110,Rawah,7202,2
2909,32,15,216,15,4725,216,205,122,1590,Rawah,7745,2
3009,328,9,95,9,872,198,230,171,1235,Neota,7201,2
3070,5,20,511,1,1370,191,198,141,3558,Commanche,7700,1
2935,301,33,120,66,633,112,205,224,1624,Commanche,7700,2
2576,346,7,270,60,1718,207,229,161,1879,Commanche,4704,2
3143,61,15,212,81,4053,231,208,106,700,Rawah,7745,2
2778,7,10,618,-5,1595,208,221,150,930,Rawah,7202,2
3268,313,12,201,52,4676,189,231,182,2700,Commanche,7756,1
2925,206,15,90,14,1470,210,253,175,1477,Commanche,7755,2
2752,73,5,162,1,2486,226,230,139,1681,Rawah,4744,2
3160,45,8,30,0,1805,222,223,136,384,Rawah,7202,1
2958,69,18,95,0,451,236,202,91,537,Rawah,7745,1
3192,357,10,376,76,2694,204,221,155,837,Commanche,7700,1
2418,137,15,268,77,871,242,233,116,1279,Commanche,2703,3
3031,239,13,600,40,5894,196,251,191,4930,Rawah,7745,1
3135,81,6,255,34,4682,228,230,136,1879,Rawah,7202,1
2973,13,13,540,84,2535,207,214,142,1511,Commanche,7756,1
3168,338,19,390,108,1455,176,211,172,2374,Commanche,7756,2
2681,209,33,127,62,1860,176,248,186,1114,Commanche,2705,2
3258,195,21,516,164,3199,211,252,166,706,Commanche,7757,1
2667,223,35,67,40,708,155,247,207,1465,Commanche,4758,2
2569,106,7,42,-3,807,232,232,132,2113,Rawah,7746,2
3066,5,12,30,6,1323,205,217,149,2490,Commanche,7700,1
3106,63,20,258,-33,858,233,194,83,1123,Rawah,7745,1
3223,13,9,95,-2,2897,212,222,148,1852,Commanche,7755,1
2929,315,25,192,98,5370,145,210,201,4897,Rawah,7700,2
3234,31,17,258,48,5285,214,202,119,1654,Rawah,7745,2
2183,52,24,497,164,569,224,180,77,365,Cache,2706,3
3093,159,13,30,-8,914,233,242,137,1739,Rawah,7202,1
3135,201,13,306,47,1981,214,251,169,433,Commanche,7756,2
2490,77,13,210,94,819,236,216,110,1221,Commanche,2705,3
3170,126,20,552,234,1640,249,222,91,2790,Commanche,7757,2
2939,292,3,30,7,4799,212,238,165,6121,Rawah,4744,2
2985,244,27,570,351,1761,157,249,222,1667,Commanche,7757,2
2746,107,6,175,23,930,230,233,137,417,Commanche,4704,3
3393,158,20,30,3,2737,237,239,123,636,Commanche,8772,7
3020,81,13,295,42,1087,237,216,107,2630,Rawah,7745,2
2879,289,11,170,22,3448,188,239,191,2814,Rawah,7202,1
3345,1,22,474,13,1315,183,193,143,1864,Neota,8776,1
3133,83,17,30,8,1449,241,209,93,2432,Rawah,7745,1
3316,223,9,458,55,3329,209,249,176,1307,Commanche,7756,2
2878,35,25,551,254,1138,208,176,91,618,Commanche,7757,2
2992,345,26,752,115,767,158,188,162,1253,Commanche,7700,1
2922,313,22,190,58,1905,156,217,199,1057,Commanche,7755,2
2988,47,12,816,231,1559,224,214,123,2007,Commanche,7757,2
3165,238,14,658,82,228,193,251,194,2557,Commanche,7202,2
2608,40,14,459,38,2915,220,208,120,2888,Commanche,4704,1
2903,4,10,150,23,4261,207,221,151,6106,Rawah,7745,2
3234,218,12,283,35,2794,207,251,179,828,Rawah,7745,1
2695,95,14,240,71,1441,241,219,104,395,Rawah,7745,2
3063,0,0,655,25,1624,218,238,156,2514,Rawah,7745,2
2858,222,19,457,237,708,192,254,193,1731,Commanche,7757,2
3286,265,17,309,65,3425,174,245,209,1884,Rawah,7745,1
3183,192,15,300,15,579,217,251,163,2591,Neota,7756,1
2893,122,20,60,4,3787,249,220,90,2698,Rawah,7745,2
2982,26,10,306,43,6081,215,218,138,3931,Rawah,7700,1
2061,0,23,108,57,361,180,190,143,579,Cache,4703,6
2583,184,8,323,80,872,222,245,157,1357,Commanche,2703,3
2995,39,13,551,-2,4335,220,211,123,3317,Rawah,7745,1
2872,35,18,492,138,234,215,197,112,1084,Commanche,4704,2
2969,143,11,408,58,4802,236,238,130,2831,Rawah,7746,2
2756,8,13,518,-31,674,205,214,145,830,Commanche,4704,2
2127,82,29,540,166,644,245,177,42,295,Cache,2706,3
3110,121,20,201,56,778,250,219,89,450,Commanche,7757,2
3162,166,14,384,68,2264,231,244,141,942,Commanche,7756,2
2943,159,16,541,67,2676,235,242,132,1978,Commanche,7702,2
3041,108,23,162,3,579,252,207,71,1452,Rawah,7745,1
3074,88,6,240,12,3150,230,229,133,912,Rawah,7745,2
3124,279,9,108,9,2164,195,242,186,842,Commanche,7202,1
3241,350,27,108,52,4270,160,182,153,3636,Commanche,7700,7
3004,67,19,402,14,497,235,198,86,1587,Rawah,7745,1
3067,37,14,216,33,4307,219,208,122,2881,Rawah,7745,2
2847,162,10,418,46,3585,230,243,144,6186,Rawah,7746,2
3023,177,25,330,102,1340,223,245,139,932,Rawah,7745,2
2932,301,18,60,14,2568,167,229,201,2438,Commanche,7757,2
2671,58,26,108,0,2659,228,176,66,1057,Commanche,4703,2
3152,151,19,277,53,175,241,236,116,4227,Neota,7201,2
2974,92,12,255,34,3788,239,221,110,1994,Rawah,7745,2
2596,229,13,30,-3,1400,199,252,188,1390,Commanche,2704,2
2706,241,34,60,22,2605,137,244,229,1717,Commanche,2705,2
3303,10,11,256,27,1950,208,218,146,1383,Commanche,7755,1
2641,106,8,404,31,390,235,230,127,1852,Rawah,4744,2
2979,74,16,339,94,4589,237,208,98,3539,Rawah,7745,2
3192,270,3,60,11,2821,212,240,166,1357,Commanche,7202,1
2316,43,13,384,198,722,222,212,122,170,Cache,2717,3
2989,29,10,600,22,1092,217,219,137,2218,Rawah,7745,2
3169,43,9,661,88,1224,222,220,132,2431,Commanche,7756,1
2759,48,17,228,109,228,224,201,105,942,Rawah,7746,5
3162,119,16,446,124,376,245,225,104,1639,Rawah,7202,2
3289,254,8,95,3,1374,203,245,181,1347,Commanche,7103,1
2999,319,20,134,48,2460,163,217,192,990,Commanche,7755,2
2477,356,8,30,-5,342,208,226,156,1533,Cache,6101,6
2464,347,23,319,114,793,169,196,161,524,Cache,4703,6
2701,104,9,0,0,1717,236,229,124,1421,Commanche,4703,2
3168,358,16,577,-22,3737,194,209,151,2885,Rawah,7746,2
3164,304,17,90,21,4790,171,229,198,1054,Rawah,7201,1
2936,56,11,0,0,2372,227,217,122,518,Commanche,7755,2
2251,330,17,283,85,1172,177,217,178,708,Cache,2717,3
3153,58,13,212,30,2363,229,212,114,2187,Rawah,7745,1
2808,325,15,323,133,2298,182,223,180,2337,Rawah,7745,2
3264,21,15,589,59,3405,208,206,132,4338,Rawah,7202,1
3065,261,8,30,8,1535,201,244,182,1764,Commanche,7103,1
3242,16,11,488,53,3994,211,217,142,3660,Rawah,8771,1
2698,159,10,42,1,1248,231,242,142,2096,Rawah,4744,2
3320,5,10,418,47,1978,207,220,150,1316,Commanche,7755,1
3124,115,18,335,107,3361,248,219,93,2075,Commanche,7757,1
2894,122,4,190,18,3603,228,236,143,3717,Rawah,7746,2
2948,273,13,127,16,2525,184,243,199,735,Commanche,7201,1
3100,22,14,395,30,4585,210,208,132,3035,Rawah,7745,1
3057,3,20,968,188,2613,188,197,143,1475,Commanche,7700,2
3296,314,17,700,97,757,173,225,191,1034,Neota,7201,1
3121,123,16,124,21,3742,246,226,103,2944,Commanche,7201,1
3008,256,11,42,4,2536,194,247,191,1822,Commanche,7756,2
3129,309,17,175,41,5113,170,226,196,534,Rawah,7745,2
2757,135,8,60,9,1704,233,237,135,1691,Rawah,4744,1
3123,343,15,638,10,3817,189,217,165,3500,Rawah,7745,1
2824,335,19,90,29,4034,174,211,175,5285,Rawah,7745,2
2948,162,4,242,27,2110,223,240,152,1953,Commanche,7756,1
3081,113,7,443,48,190,233,233,132,1341,Commanche,7756,2
2919,96,17,543,121,2904,245,214,92,408,Commanche,4703,1
3252,279,14,331,98,4727,182,241,198,3404,Rawah,7745,1
3282,80,16,295,53,469,239,210,97,780,Neota,7700,2
3188,298,11,60,6,4216,189,236,188,3355,Rawah,7202,1
3114,133,11,240,25,85,238,235,126,3824,Neota,7201,2
3063,143,7,242,-40,700,231,239,140,1599,Rawah,7202,1
2480,14,10,234,80,630,211,220,145,1572,Cache,2717,3
3322,269,23,1116,401,3544,154,241,223,2632,Commanche,7709,2
2995,169,16,90,9,997,230,245,141,698,Commanche,7700,2
2884,53,2,90,0,4952,221,234,150,1340,Rawah,7745,2
2779,113,10,376,40,1698,237,230,123,2964,Rawah,4744,2
2870,256,33,618,156,3746,128,239,237,1506,Commanche,4758,2
3102,44,14,108,20,5001,222,208,117,1471,Rawah,7201,1
2902,145,25,212,83,2335,245,227,94,1233,Commanche,4703,2
3118,65,19,323,72,242,234,197,87,1343,Rawah,7201,2
2663,11,14,150,50,1883,204,210,141,4489,Rawah,7745,2
3019,311,10,108,-4,2131,193,233,180,779,Commanche,7755,2
3092,276,4,450,-5,2522,208,240,171,2078,Commanche,7756,2
3277,8,12,335,42,1761,206,217,147,1126,Commanche,7755,1
3271,167,17,618,83,1516,231,244,138,2345,Rawah,8771,1
3026,103,9,67,10,1082,235,229,125,2596,Rawah,7745,2
2736,83,11,283,20,1653,236,220,114,2382,Rawah,4744,2
2942,270,11,175,33,5083,192,244,192,1426,Rawah,7746,2
3205,203,19,350,119,3305,206,253,175,908,Commanche,7757,1
3029,358,5,95,10,5006,211,230,156,2624,Rawah,7202,1
2543,15,15,283,53,1415,205,207,136,1080,Commanche,4703,6
3284,152,17,295,39,1477,239,238,122,2880,Rawah,7201,1
3028,337,14,60,12,2269,189,221,170,1130,Commanche,7202,1
2967,98,12,459,7,1182,239,223,113,1984,Rawah,7202,2
3256,323,5,247,10,4335,208,235,166,702,Rawah,7101,1
3216,72,15,633,111,1065,236,210,102,2016,Rawah,7745,2
3203,214,15,42,0,5035,204,253,181,324,Rawah,8771,1
2735,178,14,67,7,1851,225,248,151,2639,Rawah,7746,2
2263,300,17,67,19,1168,169,231,201,769,Cache,4703,6
3035,157,9,255,52,3009,230,242,143,451,Commanche,7756,2
3268,239,6,816,158,1667,210,245,173,2529,Commanche,7755,1
2952,68,10,721,200,1416,231,220,121,1790,Commanche,7756,2
3020,101,11,162,11,2970,239,225,115,595,Rawah,7745,1
2869,86,12,212,1,3064,238,219,110,4348,Rawah,4744,2
2729,147,20,30,7,3329,243,233,109,1598,Rawah,7745,1
3165,356,10,153,23,3076,204,222,156,5057,Rawah,7745,1
3011,34,21,0,0,5168,212,190,105,2029,Rawah,7745,1
2710,28,5,192,21,1898,218,230,148,5802,Rawah,4744,2
3287,333,4,335,22,5730,210,234,163,571,Rawah,7201,2
3139,156,5,0,0,579,225,240,150,2437,Neota,7202,2
3040,225,1,400,56,3209,217,240,160,706,Commanche,7756,2
2804,281,5,228,83,2371,206,240,173,700,Commanche,4703,2
3266,257,14,534,170,4334,187,248,199,1289,Rawah,7745,2
2858,72,3,631,105,2581,223,233,146,2816,Rawah,4744,2
2958,0,6,60,6,1240,212,229,155,366,Commanche,7202,1
3067,43,15,780,-7,1448,221,205,115,2742,Commanche,7757,2
2649,208,19,361,108,626,202,254,180,2488,Rawah,7746,2
3195,116,31,285,118,3903,254,194,43,2352,Rawah,8772,1
2650,81,8,446,38,1001,231,226,128,964,Commanche,4704,3
3141,108,3,212,7,4282,225,236,146,1812,Rawah,7202,2
2688,0,0,182,-5,1477,218,238,156,1630,Commanche,4704,2
3100,327,12,120,34,1440,191,227,175,2462,Commanche,7756,1
2803,104,20,255,67,3059,249,210,80,1426,Commanche,4703,2
3155,355,9,446,13,3168,206,224,157,4668,Rawah,7102,1
3158,142,13,0,0,1342,239,237,125,2402,Rawah,7201,1
2734,6,14,30,6,2440,201,212,146,497,Commanche,7755,2
2985,93,9,573,7,4290,234,227,125,4755,Rawah,4744,2
2978,13,9,247,60,3015,211,221,146,2002,Rawah,7745,2
3198,83,8,376,20,616,232,226,127,895,Neota,7756,2
2682,3,20,182,42,990,188,197,142,1774,Rawah,7745,2
2965,279,11,424,29,4469,191,242,191,5096,Rawah,4744,2
2735,89,31,379,191,1146,248,174,31,957,Commanche,4758,2
2917,14,9,180,-3,1958,212,222,147,277,Commanche,7756,1
3163,208,21,212,69,3167,200,254,181,1006,Commanche,7757,1
2614,115,11,201,33,469,239,230,120,1410,Rawah,4744,2
2782,139,5,402,52,2763,228,238,144,1964,Commanche,4704,2
2834,72,20,30,14,4086,238,198,83,765,Rawah,7201,1
2645,67,2,180,28,1230,221,235,151,1499,Commanche,4704,2
3253,216,22,382,116,870,193,254,190,4696,Neota,7756,2
3155,293,8,430,28,3314,198,239,180,1034,Rawah,7745,2
3165,117,9,85,10,4545,236,232,128,2940,Rawah,7745,1
3141,143,5,366,29,297,227,239,146,5683,Neota,7202,1
3076,119,6,1261,278,3234,231,235,137,1176,Commanche,7790,2
2986,36,7,182,-2,1597,220,225,141,1697,Rawah,7745,1
2945,270,12,391,45,5547,188,244,195,5159,Rawah,7745,2
3293,291,8,153,9,4933,197,239,181,3099,Commanche,8771,7
3243,50,4,511,45,511,221,231,146,1689,Neota,7202,1
3255,115,12,134,22,1945,241,227,114,1442,Rawah,7202,7
3115,59,6,300,29,3522,224,228,139,1025,Rawah,7745,1
3037,161,12,30,-6,6687,232,243,140,3140,Rawah,7746,2
2972,180,9,300,56,5398,224,246,155,3387,Rawah,7745,2
2243,325,29,124,42,1170,136,195,192,569,Cache,4703,3
3140,359,13,90,19,3990,199,215,152,1973,Commanche,7201,1
3022,0,13,30,7,1127,200,215,152,2737,Commanche,7201,1
3117,325,13,313,79,3432,187,225,178,713,Rawah,7745,2
2157,288,28,268,150,335,132,225,227,457,Cache,4703,3
3059,261,6,277,63,1677,205,243,177,1587,Commanche,7202,1
2468,96,17,30,3,859,245,214,92,849,Commanche,2705,3
2836,313,24,30,14,924,150,215,202,1906,Rawah,7746,1
2525,33,16,90,13,342,215,205,121,3046,Rawah,7745,2
3032,113,10,552,-51,4744,238,229,120,1319,Rawah,7101,1
2668,328,24,42,12,2188,154,203,185,2532,Rawah,7745,2
2214,292,25,150,77,1146,143,226,220,726,Cache,4703,6
3123,60,19,313,77,268,231,196,89,1358,Rawah,7201,2
3235,323,9,30,5,4660,196,230,174,1183,Rawah,7202,2
2537,53,10,201,20,631,226,218,126,95,Rawah,7745,2
3014,118,11,192,15,5085,239,230,119,3169,Rawah,7746,2
2946,116,12,192,57,3805,241,228,116,2538,Rawah,7745,2
3119,338,8,30,6,4778,204,229,165,2676,Rawah,7745,2
3193,217,15,124,-14,2301,203,253,183,2930,Rawah,7745,1
3185,25,15,552,109,454,211,206,128,1786,Commanche,7757,2
3014,216,12,30,-6,5734,208,251,178,2538,Rawah,7745,1
2938,108,12,60,14,4676,241,225,112,2023,Rawah,7202,5
2788,166,9,42,2,1872,228,243,148,2324,Commanche,7702,2
3336,90,13,417,49,1492,240,219,107,2553,Commanche,7756,1
2768,334,27,67,26,2575,149,194,178,2014,Commanche,7700,2
2912,301,22,511,266,1343,154,225,209,1798,Commanche,7757,2
3216,321,7,268,32,361,203,234,170,1063,Neota,7202,1
3126,140,8,300,8,2240,233,238,136,1848,Commanche,7756,2
2929,302,19,190,61,1101,165,228,202,816,Commanche,7757,2
2926,67,5,134,-1,751,226,229,138,2088,Rawah,7201,2
2908,109,23,85,17,2100,252,208,71,1613,Commanche,4758,2
2556,31,26,153,79,1172,203,175,95,1487,Commanche,4703,2
3018,344,20,531,43,4104,177,206,165,2287,Rawah,7745,2
2966,309,6,443,95,1106,203,236,172,1978,Rawah,4744,2
3293,213,8,433,97,932,213,248,171,633,Commanche,7756,1
2303,355,6,0,0,1282,211,230,157,1304,Cache,4703,4
2803,195,11,162,17,1954,218,249,164,2206,Commanche,7702,2
3093,152,7,30,-6,5238,229,240,144,1406,Rawah,7745,1
3071,146,18,85,16,726,242,235,115,1631,Commanche,7756,2
2982,29,15,120,21,1200,213,206,125,962,Commanche,7700,1
2621,30,15,201,43,1060,214,205,123,1560,Commanche,4704,2
3030,53,26,484,228,488,224,176,71,1448,Rawah,7746,1
3115,101,1,0,0,5474,221,237,152,3000,Rawah,7101,2
3213,45,5,324,-7,5557,221,229,143,1872,Rawah,7201,1
3111,151,21,242,86,2376,241,235,113,1642,Commanche,7709,1
2924,349,6,362,89,934,209,230,159,2032,Rawah,4744,2
3139,183,15,67,7,6549,223,249,154,2165,Rawah,7745,2
2584,345,11,30,4,1667,199,223,163,2892,Commanche,6102,6
3231,297,20,390,165,1723,160,229,208,2116,Commanche,7756,2
2883,116,21,242,3,3150,250,215,83,4365,Rawah,4744,2
3001,270,27,283,88,5232,141,238,230,1384,Rawah,7745,2
2167,102,15,190,33,1356,244,219,100,324,Cache,2704,3
2894,120,18,60,7,1861,248,222,95,1482,Commanche,7755,1
2789,41,14,190,55,1277,221,209,120,2684,Commanche,4704,2
2657,52,5,134,15,162,223,228,141,691,Commanche,4704,2
2875,11,4,350,59,2402,216,232,153,2092,Rawah,4744,2
3010,64,8,212,18,3090,228,224,129,1785,Rawah,7745,2
3194,322,8,30,6,3716,200,232,171,1624,Rawah,7202,1
3371,10,15,60,12,5133,202,209,141,3630,Commanche,8771,7
3230,60,40,42,30,2821,216,126,0,285,Commanche,8772,7
3195,36,9,497,20,3784,220,221,136,4230,Rawah,7745,1
3028,307,19,85,-3,1968,165,225,199,3443,Rawah,7201,1
3272,324,13,765,58,2023,187,226,179,655,Commanche,7756,1
3104,113,4,60,0,720,226,236,145,1897,Rawah,7202,1
3208,88,17,170,15,2596,243,210,91,1559,Commanche,7755,1
3169,332,19,361,58,3995,171,212,178,815,Commanche,7700,1
2440,101,28,272,74,730,253,190,46,558,Cache,2702,3
3161,276,6,150,29,787,203,241,178,1398,Commanche,7202,1
3124,85,13,335,33,1895,239,217,106,1585,Rawah,7745,1
2348,321,26,190,60,270,145,205,195,900,Cache,4703,2
3109,52,15,30,0,3029,227,206,108,957,Commanche,7202,2
3199,170,39,108,42,1401,216,223,101,713,Commanche,8772,7
2620,67,12,0,0,1158,232,216,115,408,Rawah,4201,2
2844,38,11,256,52,2483,220,216,130,3259,Rawah,4744,2
2855,288,26,646,98,2010,141,228,223,1894,Commanche,4758,5
2646,217,34,162,87,1892,165,248,199,313,Commanche,2705,3
2903,347,9,390,231,1182,202,225,161,750,Commanche,7756,5
2902,216,23,85,28,2635,189,254,192,2248,Commanche,4758,2
2973,300,17,633,339,1523,169,231,201,1844,Commanche,7757,2
3165,353,13,361,111,3602,196,216,157,1681,Commanche,7755,1
2938,45,5,0,0,2040,221,229,144,1648,Rawah,7202,1
3021,353,20,300,65,450,182,202,155,1410,Commanche,7756,2
3281,110,18,571,3,872,248,218,92,2672,Rawah,7201,1
2736,8,21,190,85,1566,191,194,136,1189,Commanche,7755,2
2805,65,10,0,0,1057,230,221,123,2535,Commanche,4704,5
3243,83,8,242,9,3566,231,227,128,1776,Rawah,8771,7
3053,307,7,558,86,3048,201,236,175,582,Commanche,7756,1
3208,10,4,30,2,5611,215,231,153,854,Rawah,7201,1
2984,331,21,201,97,1929,167,209,180,2819,Commanche,7756,2
2988,342,22,480,68,5066,170,202,168,1775,Rawah,7745,2
2823,318,14,0,0,2422,183,227,184,2315,Commanche,7201,1
3330,76,32,90,73,4063,240,162,27,4071,Rawah,8772,7
2696,323,22,371,29,834,159,212,190,1800,Commanche,4758,2
3230,109,18,210,36,2898,248,217,91,1103,Commanche,7202,1
2902,319,20,30,15,1747,164,217,192,2725,Commanche,7757,2
2866,21,18,124,11,1422,206,199,126,892,Commanche,7755,2
3118,338,19,201,61,2037,175,210,171,1892,Commanche,7757,2
3244,27,13,124,25,1355,214,212,131,2432,Rawah,7202,1
3273,214,19,404,129,1252,198,254,186,4387,Neota,7756,2
2583,68,31,108,13,2128,235,164,39,626,Commanche,4703,6
3032,112,5,242,38,2689,229,234,139,408,Rawah,7745,1
2717,75,22,124,30,1604,240,193,73,446,Rawah,7745,2
2969,152,12,242,67,1983,235,240,134,1087,Rawah,7745,2
3234,341,9,85,14,3368,202,228,164,1878,Rawah,7201,1
3337,210,9,323,69,3438,213,249,171,331,Commanche,8771,1
3424,100,22,212,38,2624,250,203,70,1937,Commanche,8772,7
3024,90,4,192,23,6096,226,233,141,3445,Rawah,7745,2
3240,270,8,808,174,6302,199,243,183,1595,Rawah,7745,2
2504,65,13,124,21,450,232,212,110,1500,Cache,2717,3
2861,108,10,30,-12,3405,238,228,120,1922,Rawah,7102,2
2765,345,14,270,98,2842,191,217,164,6526,Rawah,7745,1
3301,156,10,150,33,3287,232,242,141,566,Commanche,8771,1
2543,102,12,124,22,42,240,224,111,742,Cache,2717,2
2302,44,28,95,32,595,213,166,71,830,Cache,4703,6
2994,210,22,212,88,2658,197,254,184,1717,Commanche,7757,2
2709,143,7,190,6,1316,231,239,141,732,Commanche,4704,3
3356,158,25,240,127,3833,237,235,112,3120,Commanche,8772,7
2842,356,6,30,-5,1460,210,229,157,2462,Commanche,7202,1
2720,34,25,216,5,1866,206,175,92,2046,Commanche,7700,2
2861,91,14,457,132,1170,241,217,102,2780,Commanche,4704,2
2992,157,35,418,215,816,233,221,86,1036,Rawah,7746,2
2494,249,23,85,33,787,165,249,217,1536,Commanche,7710,2
2851,112,18,108,45,127,248,218,91,1048,Rawah,7746,1
3321,265,13,210,45,5375,185,246,199,819,Rawah,8771,1
3228,117,3,212,23,3173,225,236,146,4710,Rawah,8772,1
2974,215,13,492,57,5100,207,252,179,2841,Rawah,7746,2
2808,98,11,324,37,1142,238,224,115,2634,Commanche,4704,2
2556,211,29,240,119,240,183,252,189,892,Commanche,2704,2
2624,21,12,297,77,277,212,214,138,1172,Rawah,4744,2
3162,257,10,582,71,959,196,246,189,997,Commanche,7202,2
3087,259,10,170,21,5650,197,246,187,2245,Rawah,7202,2
3086,45,7,700,87,2630,222,225,138,2067,Commanche,7756,1
2709,28,6,240,34,2187,218,228,146,4924,Rawah,4744,2
2503,308,30,85,36,757,125,206,214,598,Commanche,4703,6
