Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
3240,295,7,752,103,2245,201,238,177,711,Commanche Peak,7756,1
3061,356,11,190,20,3722,202,220,155,671,Commanche Peak,7201,1
3075,59,18,124,38,997,231,201,97,1358,Commanche Peak,7700,2
3022,172,13,1057,222,2754,228,246,147,1271,Commanche Peak,7790,2
2841,192,18,150,36,1448,216,251,162,2079,Commanche Peak,4758,2
2365,316,17,190,59,1200,173,223,190,1411,Cache la Poudre,4703,6
2304,35,15,182,37,127,217,206,120,1200,Commanche Peak,4704,3
3383,303,15,876,147,1068,179,232,193,2089,Commanche Peak,7756,1
3162,2,6,418,9,1714,211,228,154,454,Commanche Peak,7202,1
3061,32,9,30,2,1448,218,221,138,510,Rawah,7202,1
2707,90,6,30,-5,2081,229,231,136,4045,Rawah,7202,2
3029,296,26,90,33,537,138,221,219,2287,Rawah,7746,1
3191,5,15,95,3,3072,199,209,145,3969,Rawah,7201,1
3400,78,26,642,115,2018,242,181,52,1698,Rawah,8776,1
2914,354,13,67,9,3436,197,216,156,1806,Rawah,7745,2
3021,124,12,190,30,5450,240,231,118,4956,Rawah,7745,1
2947,59,24,541,152,3039,230,182,71,979,Commanche Peak,4703,2
2950,169,10,513,32,2770,228,244,148,2315,Commanche Peak,7702,2
2477,354,2,134,24,120,215,235,157,277,Cache la Poudre,2717,2
3042,350,23,42,12,4886,172,194,156,330,Rawah,7746,1
2565,357,5,192,12,1509,213,231,157,1624,Commanche Peak,2703,5
3109,102,15,124,29,3065,244,219,99,3195,Rawah,7746,1
2827,100,13,362,42,3248,241,222,109,6490,Rawah,7746,2
3170,83,17,350,81,1213,241,209,93,1233,Rawah,7745,1
2789,254,26,443,209,1423,154,246,225,1110,Commanche Peak,4758,2
2988,73,12,402,74,4566,234,217,113,1732,Rawah,7745,2
2672,182,11,153,18,485,223,247,156,691,Commanche Peak,7790,2
3031,13,12,150,27,5295,208,216,143,4485,Rawah,7745,1
3014,87,28,404,147,6390,247,183,46,3930,Rawah,7745,2
3177,89,19,192,45,2301,245,206,83,2202,Rawah,7746,1
2536,355,21,67,47,1554,180,197,151,470,Commanche Peak,4703,3
2884,49,5,323,-43,518,222,229,142,1950,Rawah,7745,2
3040,304,3,295,18,2249,210,238,166,1262,Rawah,7202,2
2687,182,11,210,-1,962,223,248,156,1860,Rawah,7746,2
2346,123,20,127,59,1359,249,221,90,895,Cache la Poudre,2704,3
2594,53,12,247,-25,1106,227,213,118,234,Rawah,7201,2
2925,42,7,108,10,4410,221,225,139,4380,Rawah,7745,1
2887,248,17,127,42,2647,182,250,204,2372,Commanche Peak,4758,2
3123,303,14,60,-3,2605,181,233,192,738,Commanche Peak,7756,2
3312,129,29,480,275,3956,252,209,63,2644,Commanche Peak,7757,1
2869,79,4,524,20,2731,224,233,144,2845,Rawah,4744,2
3136,21,16,300,60,990,208,205,130,1683,Commanche Peak,7757,2
3246,349,12,42,6,2268,197,219,160,2695,Rawah,7745,1
2958,118,28,127,68,2630,254,203,56,1798,Commanche Peak,7709,1
2708,43,8,30,-4,306,222,223,136,782,Rawah,7746,1
3285,2,18,553,61,2804,192,202,145,3409,Commanche Peak,7756,7
2895,130,34,162,61,957,251,199,46,1184,Commanche Peak,7757,2
3055,221,16,175,-20,778,199,253,188,1594,Rawah,7746,2
3208,14,4,162,-2,4091,216,231,153,3259,Rawah,7745,1
2282,54,8,376,54,819,225,222,130,474,Cache la Poudre,2703,3
2871,269,33,153,100,2234,119,231,240,1476,Commanche Peak,4758,1
2528,120,16,90,-21,1358,246,225,103,1421,Commanche Peak,2705,3
2995,12,8,309,10,5131,212,224,149,5249,Rawah,7745,1
3326,116,15,201,12,4051,245,224,104,2398,Rawah,8771,7
2862,342,8,42,7,3055,205,229,163,2721,Rawah,7202,1
2919,52,31,192,51,1712,219,159,52,2652,Commanche Peak,7700,1
2957,89,13,108,3,4924,239,219,108,488,Rawah,7746,2
2396,100,20,150,30,664,249,208,78,684,Cache la Poudre,2702,3
3056,320,11,418,13,495,192,230,177,537,Neota,7202,2
3299,41,14,630,19,3034,221,209,121,997,Commanche Peak,7700,1
3194,264,2,283,24,5891,214,240,164,1995,Rawah,7202,2
2987,41,5,510,-32,1740,221,229,144,1129,Commanche Peak,7756,1
2912,260,33,150,49,904,124,236,239,1110,Commanche Peak,4758,2
3275,25,14,150,41,4511,213,210,131,1451,Commanche Peak,8772,1
3274,335,18,234,48,1919,178,213,174,424,Commanche Peak,8772,7
3012,234,6,361,42,1421,210,246,173,2114,Commanche Peak,7756,2
2669,60,9,60,4,1465,227,221,127,1104,Rawah,7745,2
3341,250,25,350,77,3442,157,248,222,1485,Commanche Peak,7756,7
3310,85,22,721,120,1847,245,196,68,2504,Neota,7757,2
2874,275,22,120,38,5172,155,239,221,466,Rawah,7745,2
3179,318,36,335,158,2807,105,182,204,2760,Commanche Peak,7757,1
2615,159,17,0,0,3421,236,241,129,2661,Commanche Peak,7102,1
2467,22,9,335,55,418,215,221,143,1071,Cache la Poudre,4703,6
3261,150,15,480,54,1449,238,238,126,2732,Commanche Peak,7757,2
2407,18,9,272,81,1022,213,221,144,1153,Cache la Poudre,2717,6
2835,359,11,162,24,1276,203,220,154,2839,Commanche Peak,4704,1
3025,331,2,0,0,3445,213,236,160,201,Rawah,7202,1
3137,301,16,277,61,2988,173,231,198,1273,Commanche Peak,7756,1
2706,335,28,175,67,1739,147,191,176,2852,Rawah,7745,2
3366,165,7,0,0,4460,227,243,149,4254,Commanche Peak,7202,7
3170,309,12,351,17,1626,186,232,186,331,Commanche Peak,7202,1
2729,49,10,361,13,1421,224,218,127,1839,Rawah,4744,2
2952,322,33,283,129,2671,121,188,197,703,Commanche Peak,7757,2
2885,50,16,323,72,1024,225,205,109,691,Commanche Peak,7757,2
3073,247,5,612,74,5566,209,244,173,3381,Rawah,7745,2
3071,35,24,150,53,5032,210,180,95,2131,Rawah,7745,1
2763,344,23,242,-22,1233,169,199,165,2040,Commanche Peak,4758,6
2536,83,16,256,17,256,241,211,96,2389,Rawah,7745,2
3187,119,20,339,97,283,250,218,88,2761,Neota,7756,1
2543,58,4,60,9,474,223,230,143,5639,Rawah,7745,2
3373,234,8,170,25,2078,206,248,178,2306,Commanche Peak,7756,1
3024,122,16,124,-2,2592,245,226,105,541,Rawah,7746,2
2632,340,13,382,73,579,192,221,167,977,Commanche Peak,4704,3
3168,321,9,480,127,1101,197,231,174,1218,Commanche Peak,7756,2
2341,316,23,108,53,541,153,214,198,638,Cache la Poudre,4703,3
2730,22,24,60,21,2249,198,181,110,361,Commanche Peak,7755,2
3078,144,15,595,119,390,240,236,121,1717,Commanche Peak,7757,2
3167,54,11,371,43,4544,226,217,123,2364,Rawah,7745,2
3205,143,12,240,43,1302,237,237,129,2505,Rawah,7745,1
3077,188,7,108,20,6725,221,246,159,2955,Rawah,7745,2
3104,21,19,0,0,1289,205,197,124,2543,Commanche Peak,7700,1
2922,304,5,420,3,4331,206,237,171,4732,Rawah,7202,2
2837,253,6,67,10,564,207,244,175,459,Commanche Peak,7202,1
2819,315,20,60,25,752,162,219,195,1121,Commanche Peak,7202,1
2600,357,9,342,142,492,207,225,156,335,Commanche Peak,2703,2
2606,80,7,510,27,1266,230,228,131,4065,Rawah,7745,2
2942,90,12,300,48,4541,239,220,110,1832,Rawah,7745,2
3110,270,6,570,56,2442,204,242,177,2145,Commanche Peak,7756,2
3271,199,11,120,12,3331,216,250,167,1437,Commanche Peak,7202,1
3709,353,14,1075,300,5076,195,214,156,3254,Commanche Peak,8776,7
2893,105,8,67,0,806,234,230,128,2416,Commanche Peak,7756,2
2984,290,21,270,55,5905,157,232,213,1398,Rawah,7745,2
2835,35,8,467,44,1838,219,224,140,1299,Rawah,4744,2
2769,86,15,60,-11,537,241,214,99,268,Rawah,7746,5
3207,29,20,150,112,4837,209,193,113,1723,Rawah,7745,1
2951,56,3,306,-8,1100,222,232,146,2130,Rawah,7202,2
3301,209,8,573,79,3630,214,248,169,2574,Rawah,7202,1
3425,6,20,474,210,4388,191,197,139,3768,Commanche Peak,8772,7
3151,271,23,175,21,4631,155,240,222,3354,Rawah,7745,1
2392,288,20,192,65,1470,159,233,212,379,Cache la Poudre,4703,6
2672,139,14,170,23,1530,240,235,121,805,Rawah,7746,2
3189,270,7,488,14,700,203,242,179,1047,Commanche Peak,7202,2
3077,74,9,120,30,3034,231,223,125,5959,Rawah,7745,1
3392,72,12,277,29,738,233,217,114,797,Neota,8776,2
2648,160,16,30,4,1142,235,242,132,693,Commanche Peak,2703,3
3116,326,5,573,-69,968,206,234,166,1120,Neota,7202,2
3083,277,19,30,11,2349,167,240,212,638,Commanche Peak,7756,2
3067,36,21,551,-12,3967,213,188,102,3463,Rawah,7745,1
2624,89,10,150,28,1167,235,224,120,5343,Rawah,7745,2
2776,130,4,342,23,1745,226,237,146,2679,Rawah,4744,2
3265,294,9,60,6,1573,194,238,184,1310,Commanche Peak,7756,1
3015,350,4,0,0,2877,212,233,158,618,Rawah,7202,1
3175,117,11,446,33,2985,238,230,121,4859,Rawah,7745,1
2722,19,25,216,42,1337,193,179,112,1950,Commanche Peak,7757,1
2771,129,26,108,33,1060,251,214,73,537,Commanche Peak,4758,2
2788,44,14,201,21,2290,222,208,117,1273,Rawah,4744,2
3030,130,26,228,94,1767,251,215,75,2781,Commanche Peak,7757,1
3185,247,5,481,92,2970,209,244,173,3453,Rawah,7746,1
2443,307,28,85,41,726,134,211,212,1544,Cache la Poudre,4703,3
2842,252,11,805,77,2190,195,248,191,1714,Commanche Peak,6102,5
3351,76,28,351,144,2008,241,176,47,2301,Commanche Peak,7757,1
3028,279,15,361,69,592,179,241,201,671,Neota,7201,2
3001,355,8,424,36,5331,207,225,157,5755,Rawah,4744,2
2637,125,21,90,-3,1702,249,221,89,1082,Rawah,7746,2
2968,349,13,499,6,4075,195,218,161,4593,Rawah,7745,2
2576,74,10,162,-2,902,233,220,119,180,Rawah,7745,2
2296,57,20,218,60,1332,229,193,88,969,Cache la Poudre,2702,3
3116,32,12,573,60,5329,217,214,130,1565,Rawah,7745,1
3101,7,25,268,40,1321,180,181,130,1560,Commanche Peak,7757,2
2299,310,27,127,-13,524,136,210,209,474,Cache la Poudre,4703,3
2874,22,21,95,26,2203,202,191,119,1931,Commanche Peak,7757,1
3116,0,9,660,-58,4179,206,222,154,4256,Rawah,7202,1
2866,56,15,470,68,2699,229,206,106,212,Commanche Peak,4703,1
3162,315,7,258,20,3303,201,234,173,4449,Rawah,7746,1
2932,184,12,150,16,4879,223,248,156,1892,Rawah,7745,2
2599,67,12,319,67,931,232,217,116,3612,Rawah,7745,2
2337,113,13,0,0,150,241,227,113,192,Commanche Peak,2704,6
3028,219,7,127,-27,2263,212,247,171,987,Commanche Peak,7755,2
2935,192,14,636,135,2554,218,250,162,1682,Commanche Peak,7702,2
3072,53,7,283,9,404,224,224,134,1587,Commanche Peak,7756,2
2996,82,9,212,-13,4068,233,225,124,1019,Rawah,7745,2
3179,100,21,451,25,3049,249,207,77,1101,Commanche Peak,7756,2
3024,82,20,85,20,4384,243,201,79,2605,Rawah,7745,2
3234,19,12,649,59,1507,211,214,138,2394,Neota,7757,2
2678,74,12,175,27,2546,234,217,114,940,Commanche Peak,4703,2
2896,129,9,256,33,2107,235,235,130,2496,Rawah,7745,2
2919,357,22,134,45,725,180,194,148,1347,Commanche Peak,7700,2
3260,95,17,247,46,384,245,213,92,752,Neota,7700,2
2874,129,19,108,42,927,247,226,99,1989,Commanche Peak,7757,2
2902,208,26,150,73,2419,191,253,184,2058,Commanche Peak,4758,2
3022,174,10,192,21,1452,226,245,152,474,Commanche Peak,4758,2
2991,261,10,745,95,6013,197,245,187,6161,Rawah,7745,2
2983,135,11,190,31,4140,237,235,127,2321,Rawah,7746,2
2684,6,27,240,80,1679,175,176,129,2663,Commanche Peak,4703,6
2540,0,9,60,3,1082,208,224,154,2086,Commanche Peak,4704,2
2491,31,29,30,14,874,198,164,86,1302,Commanche Peak,4703,2
2819,31,15,150,10,3350,215,205,123,5350,Rawah,4744,2
3073,237,15,218,17,2900,193,252,194,488,Commanche Peak,7202,1
2500,40,8,0,0,404,221,222,135,1528,Cache la Poudre,2717,6
2802,13,11,170,11,1710,209,217,144,1559,Commanche Peak,7755,1
3195,225,1,190,13,5860,217,240,160,1718,Rawah,7201,2
3004,82,24,30,1,577,245,191,63,1800,Rawah,7745,1
2874,153,6,42,5,3205,228,240,146,2571,Rawah,4744,2
2303,254,12,390,41,134,192,248,194,379,Cache la Poudre,4703,3
2699,195,34,175,77,1890,192,244,161,1182,Commanche Peak,2705,2
2352,34,28,242,136,700,203,167,83,977,Cache la Poudre,4703,6
3253,27,12,90,19,1699,215,214,134,2355,Rawah,8772,1
2802,82,14,480,69,808,239,214,103,2470,Rawah,7745,2
2211,55,16,30,-2,900,229,203,103,938,Cache la Poudre,2706,3
3072,18,3,192,13,1289,217,233,153,1689,Rawah,7745,2
3013,179,20,258,59,1266,224,248,148,612,Commanche Peak,4758,2
2663,80,26,60,28,2193,244,183,52,767,Commanche Peak,4703,1
2631,135,14,162,13,3099,241,233,117,1962,Commanche Peak,4704,2
3141,130,18,150,-14,4698,246,227,102,1234,Rawah,7746,1
2381,109,31,201,65,1074,254,189,39,892,Cache la Poudre,2704,3
2480,63,7,30,-4,1570,226,226,134,800,Commanche Peak,2705,3
3032,11,6,283,57,5074,214,228,151,3734,Rawah,7745,1
3277,151,15,481,75,2738,238,239,126,1149,Commanche Peak,7757,2
3106,165,15,108,23,6185,232,244,138,2287,Rawah,7745,1
3015,98,31,426,175,702,252,181,34,1115,Commanche Peak,7757,1
3245,97,10,755,129,2220,236,226,120,2543,Commanche Peak,7757,1
3023,65,20,443,56,4819,235,194,83,1438,Rawah,7745,1
3238,164,11,210,25,5836,230,243,144,1113,Rawah,7201,1
2670,3,15,150,48,1900,198,210,148,4484,Rawah,7745,2
2926,85,15,182,32,4698,240,213,99,1645,Rawah,7745,2
3109,64,13,0,0,5239,232,213,111,1250,Rawah,7101,1
2560,175,13,95,15,1731,227,246,149,1680,Commanche Peak,2705,3
2979,20,7,30,0,3804,215,225,147,931,Rawah,7202,1
2998,33,16,175,30,4051,215,203,119,2229,Rawah,7746,2
3151,103,21,124,-31,1677,249,209,78,1500,Rawah,7745,1
2815,55,26,67,-4,256,226,174,66,1616,Rawah,7746,2
2659,67,15,404,42,721,234,209,103,886,Rawah,7745,2
2285,306,23,90,24,1048,152,220,206,1289,Cache la Poudre,4703,6
2889,122,21,90,14,212,250,218,85,1410,Rawah,7746,1
2268,294,30,313,190,1436,122,217,227,824,Cache la Poudre,4703,3
3027,43,10,607,108,5193,222,218,130,5805,Rawah,4744,2
3254,45,9,525,106,738,223,221,133,1895,Rawah,7202,2
2773,115,7,170,17,1959,232,233,134,1756,Rawah,4744,2
2874,163,25,108,4,1651,234,237,118,2106,Commanche Peak,2705,2
2965,197,13,42,0,1253,216,251,166,454,Commanche Peak,4758,1
2991,6,29,30,5,2496,169,169,125,1834,Commanche Peak,7102,1
3014,234,6,810,114,5936,210,246,173,3845,Rawah,7745,2
2966,16,13,42,3,2215,208,213,140,2729,Commanche Peak,7756,2
3303,5,14,277,64,3390,201,212,147,2393,Commanche Peak,7755,1
2916,288,10,300,52,1939,192,239,188,960,Commanche Peak,7755,2
3283,194,14,330,77,1838,217,251,165,1550,Commanche Peak,7757,1
2962,315,11,30,10,4803,192,231,180,5960,Rawah,4744,2
2559,31,11,365,55,424,217,216,133,875,Rawah,4744,2
3399,162,10,300,2,2389,230,243,144,306,Commanche Peak,8771,7
3132,327,10,301,19,1040,196,229,173,1637,Neota,7700,2
2719,81,11,342,65,2352,235,219,114,2173,Commanche Peak,7756,2
3083,313,22,240,42,1982,154,216,199,1786,Commanche Peak,7757,2
2825,324,24,201,76,3751,152,206,190,1084,Rawah,7745,2
3167,89,9,150,26,2490,234,225,122,1579,Commanche Peak,7755,1
2407,151,7,175,-20,720,230,240,143,1022,Commanche Peak,2703,3
3137,299,12,201,6,3270,186,235,189,732,Rawah,7745,2
3370,165,13,379,78,2960,231,244,141,1208,Commanche Peak,7756,1
2919,22,19,201,13,4672,205,197,123,1801,Rawah,7745,2
2833,57,17,541,159,570,230,202,99,2442,Rawah,7700,5
2948,286,40,511,299,2084,85,205,243,1445,Commanche Peak,4758,2
3219,27,8,577,75,6332,217,222,141,1319,Rawah,7745,1
2929,33,12,516,134,4565,218,214,131,5221,Rawah,4744,1
3157,25,11,218,21,2858,215,216,137,1237,Rawah,7202,1
2926,19,12,30,7,4652,211,214,138,5882,Rawah,7102,2
3210,316,25,319,51,3992,145,210,200,2147,Commanche Peak,7202,1
3024,32,6,420,115,2716,219,226,144,1597,Commanche Peak,7757,1
2682,74,12,351,12,1195,234,217,114,1634,Rawah,7202,2
3048,301,1,430,93,3029,215,238,161,1165,Commanche Peak,7202,1
3084,299,15,258,-36,2058,178,233,195,2230,Commanche Peak,7756,2
2879,150,15,175,38,3013,238,238,126,3154,Rawah,7746,2
2909,78,27,108,-42,443,243,179,49,342,Rawah,7201,1
3143,126,10,301,10,5412,238,233,125,1828,Rawah,7102,1
2956,67,17,180,56,5554,234,204,96,1296,Rawah,7746,2
3040,218,12,543,243,2685,207,251,179,1627,Commanche Peak,7756,1
3234,88,22,90,-30,2382,246,197,69,4124,Neota,7757,1
2760,157,6,150,25,1784,227,241,148,2684,Rawah,4744,2
2916,100,11,124,-15,524,238,226,118,1905,Rawah,7745,2
2962,93,13,210,7,3346,240,220,108,6391,Rawah,7745,1
3206,7,15,124,17,4211,201,209,144,2089,Commanche Peak,7201,1
3027,57,7,295,42,4311,225,226,136,1080,Rawah,7745,2
2995,337,10,268,81,4536,199,227,167,2089,Rawah,7746,2
2846,45,7,0,0,2793,222,225,138,2292,Rawah,7202,1
2761,147,13,30,6,3216,238,238,128,3049,Rawah,7746,1
3316,200,21,350,24,3209,207,253,172,1087,Commanche Peak,7756,2
2821,311,27,30,20,4847,137,210,207,4766,Rawah,7745,2
3044,97,18,531,141,4220,246,211,88,4750,Rawah,7745,2
3403,117,6,60,3,1829,231,234,136,3209,Neota,8703,1
2798,65,9,182,20,3048,229,222,126,6115,Rawah,4744,2
2570,148,14,120,11,1442,238,238,128,2398,Commanche Peak,2705,3
3034,13,20,947,165,2550,197,196,131,1351,Commanche Peak,7700,2
2982,230,12,467,76,5896,201,251,185,3216,Rawah,7745,2
3302,213,8,309,7,1234,213,248,171,1261,Commanche Peak,7756,1
2911,180,3,30,-1,4995,220,241,156,1622,Rawah,7202,5
3099,3,5,0,0,2071,213,230,155,1116,Commanche Peak,7202,1
2927,24,28,390,202,1884,193,169,99,655,Commanche Peak,4758,5
2727,82,7,361,39,1399,230,228,132,2910,Rawah,7746,2
3401,316,13,446,51,1710,184,228,183,642,Commanche Peak,8771,7
2898,83,21,42,5,582,244,198,74,1742,Commanche Peak,7757,2
2601,324,15,234,49,742,182,223,181,1806,Rawah,7746,2
2964,31,12,175,25,577,216,213,131,2256,Commanche Peak,7756,2
3045,309,6,182,10,1964,203,236,172,1897,Commanche Peak,7755,2
3348,8,18,457,163,4082,196,202,139,3734,Commanche Peak,8776,7
3146,45,11,418,51,5707,223,217,127,1265,Rawah,7745,1
3195,338,15,277,47,3810,186,217,170,1992,Commanche Peak,7202,1
3042,40,4,323,34,2543,220,231,147,845,Rawah,7202,1
2900,121,23,85,20,5150,251,215,79,4186,Rawah,7745,2
2981,112,13,255,68,2405,242,226,112,1832,Commanche Peak,7700,2
3139,84,15,301,68,400,240,214,101,767,Commanche Peak,7756,2
3017,216,4,531,104,2631,216,243,165,1642,Commanche Peak,7756,2
3266,271,11,256,54,4889,192,244,191,1053,Rawah,7745,2
3238,40,12,85,19,2700,221,214,126,2582,Rawah,7745,1
3032,208,11,85,6,1935,212,250,172,1584,Commanche Peak,7202,1
3273,24,9,600,125,1012,216,222,142,2202,Rawah,7202,2
3255,135,4,543,76,4800,226,238,146,2925,Rawah,7201,1
2818,86,15,404,45,2280,241,213,98,2569,Rawah,4744,2
2112,268,34,60,37,1463,115,230,242,789,Cache la Poudre,4703,3
2975,38,5,240,30,4599,220,228,144,5759,Rawah,4744,2
2640,340,21,400,-36,2824,171,205,170,2590,Commanche Peak,4703,2
2886,27,22,516,-30,808,204,186,109,342,Commanche Peak,7757,1
3011,190,16,1020,130,3097,218,251,161,1500,Commanche Peak,7757,2
3023,315,5,30,1,3334,206,236,168,201,Rawah,7202,1
2608,83,11,67,-1,977,235,221,116,589,Rawah,4201,2
2904,55,8,382,9,3992,225,223,132,3666,Rawah,7202,2
3131,268,7,60,4,5595,202,243,179,2493,Rawah,7101,2
2954,132,12,331,99,492,239,234,123,850,Commanche Peak,7756,2
2870,118,9,488,117,3350,237,232,126,2918,Rawah,4744,2
3282,307,7,120,-1,4878,200,236,176,3045,Commanche Peak,7756,1
2464,146,22,242,89,255,244,230,102,1019,Commanche Peak,2705,3
2626,138,11,0,0,722,237,236,128,1677,Rawah,7746,2
3280,23,15,633,205,811,210,207,130,711,Rawah,7201,1
2957,18,3,150,18,2155,217,233,153,1931,Rawah,7745,1
2743,55,29,180,94,1249,223,164,54,872,Commanche Peak,4758,2
3332,62,10,351,53,3388,229,218,121,2331,Rawah,8776,1
2028,36,23,192,59,330,211,182,96,384,Cache la Poudre,2717,3
2881,134,30,175,68,819,250,210,64,1050,Commanche Peak,7757,2
2836,342,25,124,38,1259,162,195,167,1674,Commanche Peak,7700,1
2569,6,24,162,22,426,183,185,132,1589,Commanche Peak,4703,2
3055,88,17,295,-40,759,243,210,91,751,Rawah,7745,1
3008,43,9,342,36,5368,222,221,134,4028,Rawah,7102,1
2952,203,23,162,76,577,202,253,176,1565,Commanche Peak,7756,2
2361,323,29,85,54,778,136,197,194,735,Cache la Poudre,4703,6
3065,103,18,90,-1,1134,247,214,89,1064,Rawah,7745,1
3002,18,6,240,-17,4133,216,227,149,1273,Rawah,7745,2
3091,209,7,474,13,2592,215,247,168,1015,Commanche Peak,7756,1
3327,102,10,570,199,1231,238,226,119,2370,Commanche Peak,7756,2
2565,47,32,175,38,660,213,154,54,768,Commanche Peak,7757,2
3073,58,9,488,-109,1572,227,222,129,1138,Rawah,7202,1
3028,31,6,30,2,3018,219,228,145,1422,Rawah,7202,1
2854,203,16,417,217,977,210,253,173,1806,Commanche Peak,7757,2
2946,101,8,30,0,1332,233,230,129,2154,Rawah,7202,2
2720,133,9,120,-11,2170,234,236,133,782,Commanche Peak,4704,2
3078,83,10,335,-24,1020,235,222,119,900,Rawah,7201,1
3021,201,13,350,66,5749,214,251,169,2206,Rawah,7745,2
2630,23,17,150,32,1392,208,202,127,1974,Commanche Peak,4704,2
3355,289,17,216,87,5322,169,235,206,819,Rawah,8772,1
2726,23,22,283,38,1642,201,186,113,1006,Rawah,7745,2
2492,82,12,182,1,900,237,219,111,5271,Rawah,6731,5
2498,0,6,134,35,0,212,229,155,446,Cache la Poudre,2717,2
3247,166,14,361,82,1654,231,244,142,1465,Neota,7757,1
2840,147,11,272,19,2242,235,239,134,2138,Commanche Peak,7702,5
3201,60,17,474,59,2943,231,202,99,4316,Rawah,8772,1
3004,14,9,242,20,3955,212,222,147,1683,Rawah,7745,2
3667,51,20,1068,255,2631,225,193,94,1256,Rawah,8776,1
3336,256,14,258,44,3129,188,248,198,1020,Commanche Peak,7756,1
2567,330,9,0,0,1252,199,229,170,752,Commanche Peak,7102,2
3355,275,25,524,7,571,146,236,226,990,Neota,7201,1
3352,207,4,272,34,924,217,244,163,1921,Commanche Peak,7756,1
3053,68,11,120,6,4320,232,218,117,2521,Rawah,7745,2
3224,225,1,342,11,6103,217,240,160,1054,Rawah,7201,1
2978,88,12,228,49,2010,238,220,112,1889,Commanche Peak,7755,2
2999,59,12,108,23,2083,229,215,117,2698,Commanche Peak,7202,1
3214,51,19,313,39,3413,226,196,97,4508,Rawah,8772,1
2975,39,23,120,-3,443,214,183,94,1123,Rawah,7745,1
3162,169,4,192,20,3254,222,241,154,4422,Rawah,7746,1
3319,90,8,85,16,1492,233,227,127,3387,Neota,7201,2
2946,56,14,360,6,700,228,211,113,2156,Rawah,7745,2
2963,181,26,190,45,297,218,245,143,778,Commanche Peak,4758,5
3270,86,31,277,92,3800,247,172,30,2568,Rawah,8772,1
2684,61,6,543,17,812,225,228,137,1731,Rawah,7745,2
3004,262,3,569,28,5493,211,241,168,1398,Rawah,7745,2
2950,13,9,162,14,3983,212,222,148,1806,Rawah,4744,2
2661,156,11,95,5,3381,233,241,138,2007,Commanche Peak,7702,2
2900,15,15,525,134,2297,205,207,136,633,Commanche Peak,4704,2
2974,17,13,60,4,1766,209,213,139,3682,Rawah,7202,1
3191,352,13,30,6,1798,198,218,158,2012,Rawah,7745,1
2741,333,11,0,0,1645,195,226,170,2875,Rawah,7202,2
3107,35,18,400,37,4884,216,199,113,418,Rawah,7746,2
2417,108,3,0,0,750,225,236,146,1296,Commanche Peak,7102,6
2082,328,20,150,78,216,169,213,182,616,Cache la Poudre,4703,3
3272,144,12,218,-6,3763,237,237,128,1736,Commanche Peak,7756,2
2811,29,20,285,77,60,209,191,111,858,Commanche Peak,4704,2
2904,98,15,134,29,3714,244,217,99,2687,Rawah,7745,1
2568,351,14,42,5,1209,195,215,158,5027,Rawah,4744,2
3170,135,9,319,-1,1020,234,237,134,2389,Rawah,7202,1
3197,125,13,457,39,551,241,230,116,807,Neota,7756,2
2974,162,17,351,135,1084,234,242,132,722,Rawah,7745,2
3055,138,35,510,174,953,247,204,54,2754,Rawah,7745,1
2989,59,16,190,56,2012,230,204,101,2402,Commanche Peak,7756,1
3463,239,18,1221,336,4139,185,252,202,2721,Commanche Peak,8776,7
3183,157,7,268,15,3463,228,241,146,541,Commanche Peak,7201,2
2765,88,21,0,0,1883,246,201,75,1470,Commanche Peak,7757,2
2771,301,16,153,25,2402,173,231,198,272,Commanche Peak,7757,1
3294,111,15,418,128,1632,244,223,104,1604,Rawah,8772,2
3175,322,15,242,36,2396,180,223,183,361,Commanche Peak,7757,1
3039,337,10,192,35,2700,197,225,167,1084,Commanche Peak,7755,2
3133,34,16,514,52,1554,216,203,118,3510,Commanche Peak,7757,1
2708,51,6,424,30,2376,223,227,139,1650,Commanche Peak,7756,6
3082,308,8,666,-2,979,198,235,177,1020,Neota,7202,2
2849,309,6,518,102,1984,203,236,172,891,Commanche Peak,4704,5
3067,162,23,192,26,5343,235,238,120,1679,Rawah,7745,2
3025,180,1,319,5,1443,219,239,157,1333,Commanche Peak,7756,2
2972,267,13,787,326,1480,186,245,197,2110,Commanche Peak,7755,2
3125,178,21,402,58,2542,224,247,144,3235,Commanche Peak,7757,2
2831,285,22,420,183,1128,153,233,218,1515,Commanche Peak,7710,2
3099,293,18,67,20,4614,166,233,206,1318,Rawah,7201,1
2931,336,17,390,127,2032,180,215,173,1127,Commanche Peak,7757,1
3241,19,11,67,15,2965,212,216,140,2184,Rawah,7201,1
2896,135,31,108,56,5777,250,210,63,4428,Rawah,7746,2
2707,306,9,42,1,1325,196,235,179,2388,Commanche Peak,6102,2
3054,158,11,765,20,6172,232,242,140,3446,Rawah,7745,2
2957,32,11,216,27,702,218,217,134,2255,Rawah,7745,2
3400,284,6,484,108,2595,204,240,176,1231,Commanche Peak,7756,1
3423,272,31,180,48,3278,123,231,238,1742,Rawah,8772,1
2948,45,7,342,46,3477,222,225,138,1680,Rawah,7745,2
2405,259,20,433,207,362,169,247,214,819,Cache la Poudre,4703,3
