Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
3001,332,11,67,19,2911,194,226,171,6258,Rawah,7745,2
3050,45,6,319,46,4008,222,227,140,4213,Rawah,7745,1
2611,299,2,335,93,2333,212,238,164,457,Commanche,2703,3
3139,282,12,134,8,3220,186,241,194,703,Rawah,7745,2
2956,308,3,60,1,1263,212,237,164,240,Commanche,7202,2
2935,102,13,60,9,5571,242,222,107,1452,Rawah,7746,2
3182,66,10,127,-6,2533,230,220,122,2624,Rawah,7746,1
2978,309,10,636,2,5428,193,234,181,1718,Rawah,7745,2
2972,113,2,0,0,2553,222,237,151,1723,Rawah,7101,2
2893,29,8,247,36,4065,217,222,140,5931,Rawah,4744,2
3244,125,11,162,23,3753,239,232,122,3408,Rawah,7745,1
3073,13,9,42,4,4275,212,222,148,2280,Rawah,7745,2
2973,308,11,190,34,1719,190,233,183,2579,Commanche,7202,2
2998,147,10,67,7,6207,233,239,137,3238,Rawah,7745,2
3103,98,9,362,28,1797,235,228,124,2906,Commanche,7756,1
2619,43,16,0,0,2430,221,203,112,2305,Commanche,7700,1
3207,141,37,150,50,1273,244,202,51,847,Commanche,8772,7
2982,295,23,60,20,600,150,227,214,1044,Commanche,7700,2
3085,45,3,240,1,5073,220,232,149,1158,Rawah,7745,1
3253,90,9,350,19,3606,235,225,121,1710,Rawah,8772,7
3401,318,7,430,45,1754,201,234,172,636,Commanche,8771,7
3197,155,20,30,-12,2561,239,238,120,2793,Rawah,7745,7
2549,347,8,150,13,1401,204,227,161,4320,Rawah,6731,2
3029,45,6,268,49,1182,222,227,141,2366,Rawah,7745,2
2278,137,24,67,20,787,248,223,89,618,Cache,2705,3
3027,160,14,127,25,3062,233,242,136,582,Rawah,7745,1
3040,233,2,240,18,2188,215,241,163,1237,Rawah,7745,2
2545,114,10,0,0,607,238,230,122,1146,Rawah,4201,2
3066,63,3,247,32,3964,222,233,146,2148,Rawah,7745,2
3054,359,12,30,6,2604,202,219,153,834,Commanche,7201,1
2907,277,17,579,261,1292,173,241,207,1914,Commanche,7757,2
3280,21,13,324,57,4465,211,212,135,2058,Commanche,7201,1
3242,65,13,108,16,4569,232,212,110,1348,Rawah,7202,1
2825,339,11,277,47,1717,196,224,167,1406,Commanche,4704,1
3249,312,6,124,4,5660,203,235,172,722,Rawah,7201,1
2999,123,8,150,11,1015,234,234,132,1239,Commanche,7756,1
2879,63,3,391,66,3571,222,233,146,2970,Rawah,7102,2
3144,351,10,270,50,2460,202,223,159,800,Commanche,7700,1
3258,140,18,362,34,1361,244,232,109,2415,Rawah,7745,1
2727,11,5,85,6,2463,215,230,152,4405,Rawah,4744,2
2925,95,20,192,47,1560,247,207,80,2729,Commanche,7757,2
2755,92,19,85,-20,1822,246,208,84,1560,Commanche,4703,2
2992,356,15,228,10,190,196,213,154,1073,Commanche,7101,1
2912,337,12,272,-63,1245,193,223,169,510,Commanche,7202,2
3387,107,9,150,-5,1803,236,229,124,3187,Neota,8703,1
2866,352,13,192,54,212,196,217,158,1371,Rawah,7746,1
3250,74,9,703,102,6049,231,223,125,1563,Rawah,7745,1
2656,153,8,234,0,577,231,241,142,1436,Rawah,4744,2
3210,108,18,95,16,1581,248,215,88,2596,Rawah,7201,1
3066,196,17,421,44,1379,213,252,167,738,Commanche,4758,2
2887,270,30,700,363,1022,127,233,237,1795,Commanche,7710,2
2942,97,24,210,75,6132,250,198,63,4222,Rawah,7745,2
3313,0,9,0,0,3989,207,223,154,1548,Rawah,7202,1
2557,23,24,366,156,834,198,180,109,875,Commanche,4703,2
2694,156,6,360,2,875,227,241,148,1690,Rawah,4744,2
3284,180,14,696,149,711,225,248,153,2410,Commanche,4758,2
3003,31,12,255,33,830,216,213,130,1883,Commanche,7756,2
3159,84,7,474,25,4396,230,228,131,2049,Rawah,7745,2
2587,356,12,182,9,997,201,219,155,2340,Commanche,4704,2
3198,54,4,175,-16,2873,222,230,143,1698,Rawah,7745,1
3268,315,14,450,84,351,181,228,186,1566,Neota,7202,1
3047,63,4,240,0,2685,224,231,143,779,Rawah,7202,2
2839,40,4,350,46,2067,220,231,147,1861,Rawah,7745,2
2803,22,16,212,48,1146,208,205,0,940,Commanche,7710,1
2094,341,13,0,0,916,192,220,166,769,Cache,5101,4
3163,12,22,0,0,1399,191,189,128,866,Commanche,7201,7
2699,323,19,42,14,1928,168,216,187,6404,Rawah,7745,2
3233,151,14,212,70,4986,237,239,129,1543,Rawah,7746,1
2889,307,16,127,37,3427,175,229,194,2638,Rawah,7745,1
2872,61,7,30,-2,3478,226,225,133,4951,Rawah,7102,1
3077,228,6,270,20,330,211,246,172,1269,Commanche,7201,2
3356,10,12,700,220,3341,206,215,145,716,Commanche,7700,1
3211,18,15,594,77,2431,207,207,134,3368,Commanche,7755,1
3274,180,12,511,183,3771,224,247,154,390,Commanche,7790,2
2807,15,18,150,46,1500,202,201,132,2554,Commanche,4704,2
3026,80,25,272,90,1626,244,186,57,2620,Commanche,7757,1
3234,107,16,664,33,3992,246,219,98,2802,Rawah,7202,1
3235,185,13,408,42,2335,222,249,157,1602,Commanche,7755,2
2754,24,23,67,26,2418,202,185,112,503,Commanche,7755,2
2935,8,11,42,-3,3502,207,218,147,1786,Rawah,7745,2
3234,142,16,283,72,1511,242,234,116,2704,Rawah,7745,1
2582,326,30,404,196,633,132,191,190,1116,Cache,4703,2
3115,312,14,60,20,4747,182,229,187,1290,Rawah,7201,1
2789,20,29,162,58,1006,185,165,102,1031,Commanche,7757,1
2490,140,25,127,38,702,247,223,88,807,Commanche,2705,3
2893,92,5,85,5,1704,229,231,137,960,Commanche,7756,2
2837,40,11,283,0,1131,221,215,127,2388,Rawah,7745,2
3212,198,10,671,103,566,217,249,166,2894,Commanche,7755,2
3429,118,25,60,-1,1682,253,209,68,1761,Neota,8772,7
2945,246,10,30,3,5395,199,248,187,2581,Rawah,6101,1
2616,66,16,42,6,127,234,207,101,1521,Rawah,7745,2
3231,30,19,150,32,2173,211,196,115,959,Rawah,7201,1
2685,45,11,90,9,1832,223,217,127,5447,Rawah,7745,2
2923,54,15,752,86,2285,228,207,109,1189,Commanche,7700,2
3041,45,20,210,45,1863,221,193,98,3546,Commanche,7757,1
2705,203,5,255,27,1275,217,245,164,3034,Rawah,4744,2
2890,77,11,108,17,2072,234,219,115,2407,Rawah,7745,2
3008,79,8,42,3,2301,231,225,126,2910,Commanche,7756,2
3156,17,13,323,17,3070,208,211,138,3061,Commanche,7700,2
3200,124,14,153,-15,1182,243,229,111,2598,Rawah,7201,1
2537,6,16,30,7,630,198,207,144,350,Rawah,6101,2
3124,267,10,95,6,5613,193,244,190,2768,Rawah,7101,2
3033,352,19,433,66,2975,184,204,156,573,Commanche,7757,1
3411,184,13,242,33,1909,223,249,156,3648,Neota,7756,1
2843,284,2,30,0,1265,214,239,163,1458,Commanche,7202,1
3152,8,5,120,3,2850,214,230,153,5508,Rawah,7745,1
3055,326,9,85,2,1681,199,231,171,1691,Commanche,7202,1
2995,220,12,430,79,5412,206,251,181,1765,Rawah,7745,2
2780,319,15,95,14,2278,180,225,185,1116,Commanche,7755,2
2956,285,3,60,6,1113,212,239,165,190,Commanche,7756,2
3243,117,12,417,130,1140,240,229,118,2061,Rawah,7745,1
3155,332,22,424,68,3636,165,207,179,1492,Commanche,8772,1
2895,64,27,190,91,201,233,175,57,1476,Rawah,7745,1
2842,72,3,268,-12,1806,223,233,146,2118,Rawah,7745,2
2181,23,23,30,0,755,200,183,111,1027,Cache,4703,6
2830,92,26,404,169,1698,249,189,52,1521,Commanche,4758,2
2649,196,3,430,116,576,219,242,160,1410,Commanche,2703,3
3049,88,15,277,39,4218,241,214,99,2532,Rawah,7745,2
3296,328,16,134,45,3092,179,219,179,2471,Commanche,7700,1
3322,83,11,430,-3,960,235,221,116,3531,Neota,7756,1
2737,353,12,300,89,2079,199,218,157,2190,Commanche,4703,6
3100,36,10,781,46,2273,219,218,133,2355,Commanche,7756,1
2935,268,15,162,32,1440,179,245,204,847,Commanche,7755,2
2847,93,34,210,122,2082,250,169,20,459,Commanche,4758,5
3071,94,4,210,16,768,225,234,144,1396,Commanche,7756,1
2759,126,15,60,9,2864,244,229,110,5697,Rawah,7745,2
3108,54,8,417,92,1693,225,223,131,3621,Commanche,7700,1
2914,46,17,466,95,1475,223,201,107,2787,Commanche,7757,2
2697,272,31,382,173,1075,123,231,238,1561,Commanche,7710,2
2986,87,9,242,-27,655,234,224,121,2037,Rawah,7745,2
2999,2,7,95,8,4039,211,227,154,752,Rawah,7745,1
2773,175,9,212,29,1794,225,245,153,2329,Rawah,4744,2
3232,63,8,67,7,2556,228,223,128,2746,Rawah,7745,1
3086,3,14,700,173,4338,200,212,148,4191,Rawah,7745,1
2969,264,5,30,0,1052,208,242,173,866,Commanche,7202,2
3468,54,27,60,31,3282,224,170,63,2590,Rawah,8708,7
2806,291,20,175,40,2362,160,233,210,1140,Commanche,7755,2
2697,82,7,108,10,210,230,228,132,977,Commanche,6102,5
3205,60,9,124,-10,458,227,221,127,2160,Rawah,7201,1
2293,1,28,182,97,799,169,176,135,618,Cache,2717,6
3155,131,15,134,16,2966,243,231,113,3517,Rawah,8772,1
3123,128,8,212,-9,1120,233,235,134,1832,Rawah,7201,1
2700,77,5,0,0,2206,227,230,138,6452,Rawah,6101,2
2806,339,13,120,30,2051,191,221,168,3103,Rawah,7746,1
3248,41,10,300,69,4213,221,218,131,2954,Rawah,7745,1
3251,10,20,350,53,3234,193,194,133,3197,Commanche,7700,2
3263,279,26,108,39,1443,140,233,228,2613,Rawah,8772,1
3052,119,6,426,-6,268,231,235,137,1405,Commanche,7202,2
2958,230,21,426,145,1784,183,254,202,769,Commanche,4758,2
2868,108,14,67,9,1577,243,223,107,1341,Rawah,7745,1
3064,45,16,95,4,6572,223,203,110,3081,Rawah,7745,2
3127,59,15,277,14,1237,230,207,105,2271,Commanche,8772,1
3231,136,14,313,93,789,241,234,119,2334,Rawah,7201,2
2306,57,11,270,108,882,228,217,121,875,Cache,2717,3
3151,14,7,247,34,4615,213,225,149,2509,Rawah,7745,2
3379,207,11,247,44,3000,213,250,171,1892,Commanche,7756,1
3146,340,19,658,119,3933,176,209,169,2652,Rawah,7746,2
2633,94,19,258,82,454,246,208,84,1651,Rawah,4744,2
2885,271,12,525,239,1187,189,244,193,1873,Commanche,7757,2
3083,72,2,503,50,408,222,234,149,1266,Commanche,7756,2
2929,202,8,95,20,5053,217,248,166,4195,Rawah,7745,2
3231,32,15,752,63,3870,216,205,122,2280,Rawah,7202,1
2520,32,13,60,2,2347,216,211,128,731,Commanche,4703,6
2079,124,27,272,119,313,253,208,63,503,Cache,2702,3
2361,150,9,0,0,573,232,240,139,902,Commanche,5101,6
3121,22,26,170,84,2374,194,175,106,1115,Commanche,7757,1
3148,98,8,361,50,5125,234,228,126,242,Rawah,7745,2
2977,90,32,633,181,1195,248,172,0,828,Rawah,7745,2
2995,133,10,153,7,5451,236,236,130,1973,Rawah,7202,1
2987,49,5,247,-22,3984,222,228,141,1104,Rawah,7745,2
3094,212,7,67,3,2058,214,247,169,618,Commanche,7756,2
3116,258,13,212,35,1909,187,247,198,702,Commanche,7202,1
2934,309,14,85,17,4800,182,230,188,2192,Rawah,7745,2
3162,198,16,42,0,2916,214,252,168,395,Commanche,7756,2
2735,130,12,120,29,2505,240,233,121,2175,Rawah,7746,2
3473,84,18,503,39,2603,243,206,87,2060,Rawah,8776,1
2995,45,12,120,5,2831,223,213,122,1793,Commanche,7202,1
2985,65,7,395,10,3250,227,226,134,5975,Rawah,7102,1
2673,171,10,240,88,1813,227,245,149,2724,Commanche,2705,3
2643,117,8,0,0,1199,234,233,131,1155,Commanche,4758,2
2774,75,30,330,131,1082,240,168,36,779,Commanche,4758,2
2963,118,22,90,4,420,251,215,81,1616,Rawah,7745,1
3218,40,7,418,70,5651,221,224,138,2448,Rawah,7745,2
3205,135,23,255,28,3249,249,223,90,2824,Rawah,7745,1
3237,176,22,531,146,390,226,246,141,3188,Neota,7701,1
2604,341,11,277,52,1231,197,224,165,1341,Commanche,4704,2
2959,346,10,90,20,5876,200,223,162,3979,Rawah,7700,2
3230,321,23,420,91,2287,155,211,193,201,Commanche,7757,1
2983,259,15,277,8,5872,182,247,203,1897,Rawah,7745,2
2793,47,12,180,12,1395,224,214,122,1140,Commanche,4704,2
3187,14,17,67,13,636,202,203,134,1048,Neota,7700,2
2760,138,7,108,27,2716,231,238,139,5662,Rawah,4744,2
2987,328,39,350,144,1549,100,164,187,1026,Commanche,7757,1
3459,231,29,660,-7,3342,162,251,214,2571,Rawah,8776,1
3037,283,12,816,38,5738,187,241,193,3360,Rawah,7745,2
3078,144,15,595,119,390,240,236,121,1717,Commanche,7757,2
2985,61,10,362,52,3758,228,220,124,1953,Rawah,7745,2
3106,80,9,0,0,1761,233,223,122,313,Rawah,7202,1
3584,7,6,402,137,1775,213,229,153,1581,Neota,8776,7
2707,32,11,127,20,1909,218,217,134,3869,Rawah,4744,2
3301,345,11,234,98,4860,198,222,163,150,Rawah,8771,1
2918,106,16,175,51,3535,246,218,96,5126,Rawah,7745,2
3148,206,11,150,26,127,213,250,171,3073,Commanche,7202,2
3080,262,12,90,14,5543,190,246,195,2395,Rawah,7202,2
3138,204,3,541,57,1571,218,242,161,2813,Commanche,7756,1
2229,282,16,301,157,67,175,240,204,446,Cache,2703,3
2805,324,18,0,0,4585,173,218,184,4919,Rawah,7746,2
3230,259,12,150,16,430,190,247,195,999,Neota,7700,1
2642,97,8,108,-1,3376,233,229,129,2233,Commanche,4704,2
3060,36,24,594,147,4360,210,179,93,4321,Rawah,7745,1
3073,130,11,212,32,577,239,234,123,1405,Commanche,7201,2
3034,217,9,402,72,5792,211,249,174,2151,Rawah,7745,2
3014,54,23,162,66,313,226,185,81,1511,Commanche,7700,2
2409,25,28,277,139,832,194,169,99,789,Cache,4703,6
3016,116,13,95,17,5072,242,227,112,3331,Rawah,7745,2
2983,249,36,30,22,2725,121,238,238,134,Commanche,7757,2
3104,69,4,300,38,2438,224,231,143,2486,Commanche,7756,2
2852,88,19,295,86,1635,244,206,84,1687,Commanche,7757,2
3120,141,10,170,4,2065,236,237,131,2436,Commanche,7756,2
3211,97,8,361,36,3565,234,228,127,4389,Rawah,7745,1
2251,57,15,85,4,1302,229,208,109,589,Cache,2703,6
3165,27,17,421,71,510,211,200,121,1624,Rawah,7201,2
3435,294,9,626,66,2002,194,238,184,690,Commanche,8771,7
2982,32,10,433,63,5069,218,218,134,5649,Rawah,7102,1
3179,43,10,361,62,900,222,219,131,2151,Commanche,7201,1
3096,69,4,443,19,2725,224,231,143,1771,Commanche,7756,2
2942,47,8,277,52,3203,223,223,134,1932,Rawah,7745,2
3149,130,4,162,13,4468,226,237,146,1896,Rawah,7201,1
2986,243,12,558,10,5253,196,250,190,1710,Rawah,7746,2
3133,357,8,124,0,571,207,226,156,2477,Neota,6731,1
2981,319,17,108,26,2215,174,222,187,638,Rawah,7745,2
2635,45,7,335,7,1134,222,225,138,5567,Rawah,7745,2
3153,66,11,864,299,875,231,217,117,1621,Rawah,7745,2
2537,174,19,268,79,2170,228,246,142,258,Commanche,2705,3
2968,90,12,366,51,5223,238,221,112,2697,Rawah,7746,2
2810,75,11,351,12,541,234,219,116,376,Rawah,7745,2
2488,64,20,108,40,1146,234,195,84,874,Commanche,2703,6
2843,43,20,488,152,488,220,192,99,2476,Rawah,7700,2
2911,350,21,900,145,2383,178,200,158,883,Commanche,4704,2
2939,106,14,295,3,5664,243,223,107,4286,Rawah,7745,2
2892,146,25,134,54,5076,245,227,95,258,Rawah,7746,2
2391,120,23,319,64,351,251,215,79,836,Commanche,2704,3
2862,24,10,108,5,1374,215,218,140,2455,Commanche,4704,2
2916,250,13,127,36,6276,191,249,196,4626,Rawah,7700,2
3209,276,10,547,69,5988,194,242,187,2664,Rawah,7201,1
3074,102,18,190,53,875,247,214,89,2120,Rawah,7745,2
2908,92,17,175,28,2391,244,212,92,576,Commanche,4758,2
2941,47,13,134,-10,819,224,212,120,1465,Commanche,7756,1
3130,229,5,127,11,2241,213,244,169,2072,Commanche,7756,2
3184,329,6,182,-1,1298,207,233,165,492,Neota,7756,1
2713,330,10,256,28,2255,196,228,171,4965,Rawah,4744,2
3021,323,7,503,-12,6574,201,233,171,3645,Rawah,7745,1
2959,61,8,85,17,4901,227,223,129,6101,Rawah,4744,2
3177,25,9,192,32,2335,216,221,141,2516,Rawah,7745,1
3061,9,10,170,13,2581,209,219,148,2877,Commanche,7756,2
3105,188,24,67,21,2796,215,249,155,1230,Commanche,7202,2
3078,343,9,120,19,5019,202,226,163,927,Rawah,7745,1
3135,18,9,424,40,1681,213,220,144,2741,Commanche,7755,1
3169,75,16,90,20,931,238,208,97,2195,Neota,7202,1
2921,93,16,42,8,2284,243,214,96,525,Commanche,4758,1
3105,38,19,150,5,1744,217,195,107,765,Commanche,7755,1
3014,289,17,30,3,2160,169,235,206,702,Commanche,7755,2
3003,242,28,362,189,1471,153,249,223,270,Commanche,4758,2
2967,341,22,446,148,467,168,201,169,1332,Rawah,7746,2
3017,50,15,60,0,2359,226,207,112,4147,Rawah,7202,1
3028,31,18,379,5,175,213,198,116,1183,Commanche,7700,2
2599,240,23,60,24,853,171,252,213,6282,Rawah,7745,2
2803,76,2,0,0,2202,222,235,150,2225,Rawah,7102,1
3337,43,22,192,137,2903,218,185,91,426,Commanche,7756,2
2635,190,28,120,51,1892,208,248,156,1374,Commanche,2705,3
3270,53,11,30,8,4204,227,215,121,774,Rawah,8771,1
2328,91,21,30,11,553,247,202,75,541,Cache,4703,6
3086,310,7,30,5,4770,201,235,174,2421,Rawah,7745,2
2821,312,7,90,4,1398,201,235,173,1173,Commanche,7756,2
2758,254,18,67,33,2296,178,249,208,242,Commanche,7757,1
2933,225,25,295,1,979,177,254,203,511,Commanche,4758,2
3305,272,6,1062,189,1590,204,242,176,2789,Commanche,7755,1
2801,34,12,42,-2,2866,218,214,130,2014,Commanche,7700,2
2866,338,23,324,135,3257,163,200,172,1544,Rawah,7745,2
3244,278,10,150,18,1500,191,242,190,661,Commanche,7755,1
2722,49,16,270,91,1622,225,205,110,1634,Rawah,7745,2
3331,294,6,371,63,3192,202,239,176,1794,Rawah,8772,1
3076,351,16,134,41,4926,191,212,158,400,Rawah,7746,1
3182,190,25,503,-50,2002,211,249,158,1115,Rawah,7745,2
2775,145,16,180,11,981,240,236,120,742,Commanche,2703,3
3273,28,14,840,70,1813,214,210,129,816,Commanche,7700,1
3368,96,25,150,56,2352,250,194,57,2067,Commanche,8772,7
3328,115,12,192,45,2421,241,227,114,2638,Rawah,8772,7
2736,36,11,212,49,1693,219,215,130,516,Rawah,7745,2
2932,288,19,192,49,902,165,235,209,708,Commanche,7756,2
3367,334,12,721,96,1250,193,224,170,1583,Commanche,8771,7
2995,315,7,67,1,750,202,235,172,1381,Neota,7202,1
2969,37,14,150,24,2941,219,208,122,1411,Commanche,7757,1
2634,306,29,210,95,899,129,209,214,1140,Commanche,7700,2
3333,106,12,592,4,830,241,225,112,4442,Neota,8771,1
3021,92,6,285,-2,3639,230,231,135,2681,Rawah,7202,2
2954,97,21,134,64,2623,249,205,74,1838,Commanche,7757,1
3234,9,16,962,31,1637,201,207,141,886,Commanche,7757,1
2743,323,12,60,8,1595,190,228,177,2549,Rawah,7745,2
3349,51,13,0,0,2898,226,212,118,1692,Commanche,8771,7
3175,139,18,362,73,234,244,231,108,4428,Neota,7201,2
2765,18,10,270,98,2871,212,219,143,6496,Rawah,7745,1
3190,216,23,150,33,1842,190,254,191,4201,Neota,7201,1
2647,86,12,60,-19,2886,237,221,113,6421,Rawah,7746,2
3036,16,8,95,2,3189,213,223,146,5496,Rawah,7102,2
3295,62,17,927,214,1513,232,202,97,3092,Commanche,7757,1
2962,322,8,242,17,3378,199,232,173,6483,Rawah,7102,1
3008,344,12,30,7,3422,195,220,164,1019,Commanche,7201,1
2354,3,19,60,13,192,190,199,143,601,Commanche,5101,6
3088,336,6,234,22,2227,206,231,164,2401,Commanche,7756,2
2880,27,20,268,65,1984,207,192,114,1498,Commanche,7757,1
3295,153,13,531,81,1134,235,240,133,2490,Commanche,7202,2
2834,1,16,201,47,2122,194,207,148,2497,Rawah,7745,2
3102,89,34,674,-2,771,247,164,16,1772,Rawah,7746,2
3166,50,18,277,72,2372,225,197,99,834,Commanche,7757,1
3122,29,11,30,2,1866,216,216,134,1937,Commanche,7202,2
2933,10,21,30,10,1868,193,193,132,2440,Commanche,7101,2
2532,263,18,192,52,488,174,246,210,659,Cache,4703,2
2924,235,24,85,26,2290,171,253,211,1544,Commanche,7757,2
2653,273,18,0,0,1489,171,242,210,871,Commanche,7757,5
3264,121,4,124,9,960,227,236,144,2032,Rawah,8771,1
2670,5,10,124,32,1879,207,220,150,4967,Rawah,4744,2
3123,113,12,127,20,3020,240,228,117,3238,Rawah,7746,1
2896,9,21,607,199,2643,191,193,134,1973,Rawah,7745,2
3236,359,11,510,-15,4284,203,220,154,741,Commanche,7700,1
2779,5,21,134,39,592,189,195,139,2230,Rawah,7700,2
2757,210,25,216,92,1366,191,253,186,1535,Commanche,2705,2
2125,349,33,30,25,895,140,166,150,240,Cache,2705,3
2897,82,17,95,26,1158,241,208,92,1677,Rawah,7746,2
3209,185,25,134,51,2349,216,247,150,1282,Commanche,7757,1
2965,142,11,242,23,5318,236,237,130,1939,Rawah,7202,1
2312,325,32,85,3,1307,127,188,191,934,Cache,4703,3
2783,85,30,134,19,3090,246,174,34,702,Commanche,4703,2
3132,161,23,67,4,1179,236,238,120,924,Commanche,7201,2
3189,112,5,404,14,5206,229,234,139,2330,Rawah,7201,1
2947,115,18,458,-69,624,248,220,94,1836,Rawah,7745,2
3199,181,9,454,82,626,223,246,156,1965,Commanche,7756,2
3162,98,16,228,12,1090,244,216,97,1025,Commanche,7201,2
3360,346,15,400,77,3503,191,216,163,3342,Commanche,8776,7
3152,25,4,0,0,4614,218,231,150,3025,Rawah,7202,1
2083,302,13,30,5,760,183,234,190,150,Cache,2705,3
2734,294,12,342,41,1317,186,237,191,1978,Commanche,4704,2
3082,69,11,108,22,2277,232,218,116,1260,Rawah,7746,1
3198,139,5,547,14,1132,228,238,144,2047,Commanche,7756,2
2962,41,10,361,-8,792,221,218,131,1694,Commanche,7756,1
3131,8,16,551,33,1852,200,207,142,3398,Commanche,7755,1
3143,62,17,847,287,859,232,203,98,1579,Rawah,7745,2
3004,97,10,190,7,4218,236,226,120,735,Rawah,7745,2
2811,358,11,0,0,2282,203,220,155,2251,Rawah,7102,1
2884,76,24,457,57,1020,241,188,64,446,Rawah,7746,2
3522,300,14,390,28,1570,180,234,194,2037,Neota,8776,7
3023,322,8,30,3,1920,200,232,172,3132,Commanche,7755,2
2736,39,7,190,105,2475,221,225,140,6842,Rawah,4744,2
2985,270,5,175,20,4886,206,242,174,5578,Rawah,4744,2
3048,69,12,0,0,1140,233,215,113,1328,Commanche,7755,2
2850,49,13,150,37,3408,225,211,117,2770,Rawah,4744,2
3113,63,12,300,38,4287,230,215,116,3356,Rawah,7201,1
2817,54,18,90,-12,300,228,197,96,1489,Rawah,7745,2
3067,31,13,408,5,1924,216,212,129,1266,Commanche,7756,2
2840,105,7,659,14,720,232,232,133,1381,Commanche,4704,1
3059,259,8,335,60,1638,202,245,182,1612,Commanche,7202,1
2964,44,25,418,157,2330,216,178,83,1954,Commanche,7757,1
3077,347,17,30,8,4212,185,211,162,850,Rawah,7101,1
2952,306,27,466,208,3670,136,213,212,1092,Rawah,7745,2
2459,25,26,67,22,342,197,175,103,1061,Commanche,4703,6
3087,305,8,655,255,664,198,236,177,1116,Rawah,7746,2
2984,266,11,30,-1,1343,192,245,192,256,Commanche,7756,2
3111,349,14,212,20,3895,194,217,160,1075,Rawah,7745,1
3228,0,9,0,0,4174,208,224,154,1150,Rawah,7201,1
2301,333,29,300,153,1045,140,188,179,481,Cache,4703,3
3161,126,11,242,44,690,238,233,124,1947,Commanche,7201,1
2642,72,13,458,96,1136,235,214,108,3728,Rawah,7745,2
3233,198,12,162,-13,3053,217,250,166,335,Commanche,7202,1
2762,140,14,242,27,2725,240,235,121,6729,Rawah,4744,2
3402,191,5,242,62,3023,220,244,160,1974,Rawah,8772,1
3040,24,5,313,32,2514,217,230,149,842,Rawah,7202,1
3319,45,7,532,104,2093,222,225,138,2274,Rawah,8771,1
2508,2,15,85,42,816,198,211,149,1423,Commanche,7757,2
3203,198,13,633,94,510,216,251,167,2960,Commanche,7755,2
2589,36,13,108,27,1621,219,210,124,4466,Rawah,7745,2
3201,167,4,30,0,3094,223,241,153,4937,Rawah,7745,1
2991,42,17,30,0,212,220,199,109,1318,Commanche,7700,2
3189,144,8,417,53,4727,232,239,138,2203,Rawah,7745,2
2949,270,28,426,150,2165,138,237,232,1205,Commanche,7757,1
3018,31,13,192,20,3805,216,210,128,2486,Rawah,7746,2
3119,23,13,451,102,1560,212,213,135,2737,Commanche,7755,1
3009,323,5,124,10,5249,207,235,166,2449,Rawah,7101,1
2790,112,27,85,45,2255,254,201,57,537,Commanche,4758,2
3062,189,10,671,3,218,221,248,160,1138,Commanche,7202,2
2814,187,20,30,8,1380,218,250,156,2212,Commanche,4758,1
2727,92,7,153,19,1248,232,229,129,2356,Rawah,7745,2
2096,316,24,255,86,300,150,212,199,691,Cache,4703,3
3393,120,10,268,24,2944,238,232,124,1899,Commanche,7756,1
3062,317,13,150,31,4547,186,229,182,2291,Rawah,7746,2
3153,348,14,0,0,4061,193,216,161,3409,Commanche,7700,1
3155,306,11,391,48,5562,190,234,184,636,Rawah,7202,1
3215,270,5,467,27,5931,207,241,173,1950,Rawah,7201,2
2664,31,27,108,39,1006,202,171,92,3116,Rawah,7746,2
3174,32,9,256,79,4846,218,220,137,1914,Rawah,7745,1
3246,191,5,497,133,1230,220,244,160,2143,Rawah,7745,1
3045,270,12,192,35,1703,188,244,195,1513,Commanche,7202,1
2689,69,22,60,20,1589,237,190,73,1355,Commanche,7757,2
2693,4,30,30,23,3012,165,166,127,6303,Rawah,6101,2
3089,73,27,335,171,2122,239,176,50,2609,Commanche,7757,1
2922,92,23,150,55,6241,248,198,66,4213,Rawah,7745,2
3273,39,25,616,78,972,211,175,86,1678,Neota,7757,1
2632,287,33,90,43,1072,114,217,234,930,Commanche,7700,2
2815,84,7,180,31,2964,230,228,131,2462,Rawah,4744,2
2995,275,9,90,20,3006,197,242,185,6257,Rawah,7745,2
3129,52,15,0,0,5300,227,206,108,1047,Rawah,7101,1
3418,23,14,636,121,2393,212,210,133,1572,Commanche,7756,1
2654,40,4,361,106,553,220,231,148,1308,Commanche,2703,3
2868,349,15,30,9,716,191,213,160,1773,Commanche,7700,2
2960,19,10,309,24,4149,213,219,142,4876,Rawah,4744,2
3091,83,8,124,9,2101,231,227,128,3342,Commanche,7700,1
3011,235,4,480,-11,1756,213,243,167,1489,Commanche,7756,2
2944,177,30,124,63,5334,219,240,132,949,Rawah,7746,2
3031,102,13,192,38,5091,241,223,110,3474,Rawah,7745,2
3047,103,9,255,29,1895,235,229,125,1595,Rawah,7746,1
2851,322,18,124,22,2501,171,219,186,685,Commanche,7755,2
2788,14,15,60,3,3120,204,207,137,6289,Rawah,7745,2
2806,135,11,379,45,1812,238,235,126,2856,Rawah,7746,2
2965,52,11,443,10,2269,226,217,124,2318,Commanche,7755,2
2939,287,9,297,128,4924,195,240,185,4895,Rawah,7745,2
2701,200,6,150,21,1266,218,246,163,3534,Rawah,4744,2
